paper id,last_name,first_name,full_name,api_gender
hep-lat/9809177,with,in collaboration,in collaboration with,unknown
hep-lat/9810005,Lu,Ding H.,Ding H. Lu,unknown
hep-lat/9811034,Jiang,Jun-Qin,Jun-Qin Jiang,unknown
hep-lat/9812006,Stamatescu,Ion Olimpiu,Ion Olimpiu Stamatescu,male
hep-lat/9812011,Fleming,Geoerge,Geoerge Fleming,unknown
hep-lat/9903020,Fournier,Marianne Dufour,Marianne Dufour Fournier,female
hep-lat/9905022,Engels,with J.,with J. Engels,unknown
hep-lat/9907006,Shin,Gwansoo,Gwansoo Shin,unknown
hep-ph/0001020,Ma,Wei-hsing,Wei-hsing Ma,unknown
hep-ph/0001055,Dai,Yuan-Ben,Yuan-Ben Dai,unknown
hep-ph/0001099,Dunietz,Isard,Isard Dunietz,unknown
hep-ph/0001165,Calucci,Marco Dazzi Giorgio,Marco Dazzi Giorgio Calucci,male
hep-ph/0001190,Gordon,Lionel E.,Lionel E. Gordon,male
hep-ph/0002002,Volkas,Raymond R,Raymond R Volkas,male
hep-ph/0002018,Zhu,Shou Hua,Shou Hua Zhu,male
hep-ph/0002093,de Castro,Antonio Soares,Antonio Soares de Castro,male
hep-ph/0002094,Ginocchio,Joseph. N.,Joseph. N. Ginocchio,male
hep-ph/0002096,Hasuike,Tsutom,Tsutom Hasuike,unknown
hep-ph/0002158,Shelyuto,and Valery A.,and Valery A. Shelyuto,unknown
hep-ph/0002293,Krastev,Plamen I.,Plamen I. Krastev,unknown
hep-ph/0003019,Parikh,Jitendra C.,Jitendra C. Parikh,unknown
hep-ph/0003157,Khorramian,Ali Naghi,Ali Naghi Khorramian,unknown
hep-ph/0003159,Jin,Li Gang,Li Gang Jin,unknown
hep-ph/0003174,Datta,Aseshkrishna,Aseshkrishna Datta,unknown
hep-ph/0003175,Zhou,Mian-Lai,Mian-Lai Zhou,unknown
hep-ph/0003291,Yi,JIANG,JIANG Yi,unknown
hep-ph/0003291,Liang,HAN,HAN Liang,unknown
hep-ph/0004097,Li,BingAn,BingAn Li,unknown
hep-ph/0004099,Sastry,Ramchander R.,Ramchander R. Sastry,unknown
hep-ph/0004101,Hwang,Kyuwan,Kyuwan Hwang,unknown
hep-ph/0004200,Kaplan,David Elazzar,David Elazzar Kaplan,male
hep-ph/0004248,Yang,Ya Sheng,Ya Sheng Yang,unknown
hep-ph/0005001,Wu,Hui-fang,Hui-fang Wu,unknown
hep-ph/0005172,Liu,Chun-xiu,Chun-xiu Liu,unknown
hep-ph/0005178,Yamashita,Nao-aki,Nao-aki Yamashita,unknown
hep-ph/0005207,Li,Tie-shi,Tie-shi Li,unknown
hep-ph/0005220,Adler,Stepehn L.,Stepehn L. Adler,male
hep-ph/0006003,Yan,Chi-Tau,Chi-Tau Yan,unknown
hep-ph/0006035,Naimi,El--Mokhtar,El--Mokhtar Naimi,unknown
hep-ph/0006133,Draggiotis,Petros D.,Petros D. Draggiotis,male
hep-ph/0006139,Yang,Ze-sen,Ze-sen Yang,unknown
hep-ph/0006164,Chang,Chia-Hung V.,Chia-Hung V. Chang,unknown
hep-ph/0006250,Wei,LIAO,LIAO Wei,unknown
hep-ph/0006318,Ghilencea,Dumitru M.,Dumitru M. Ghilencea,unknown
hep-ph/0006323,Benzahra,Sidi Cherkawi,Sidi Cherkawi Benzahra,male
hep-ph/0007008,Park,Jong Dae,Jong Dae Park,male
hep-ph/0007028,Shengqin,FENG,FENG Shengqin,male
hep-ph/0007067,Paolo,Vacca Gian,Vacca Gian Paolo,unknown
hep-ph/0007080,Leou,Jenq-Yuan,Jenq-Yuan Leou,unknown
hep-ph/0007103,Lee,Nam-Young,Nam-Young Lee,unknown
hep-ph/0007164,Gilani,Amjad Hussain Shah,Amjad Hussain Shah Gilani,male
hep-ph/0007225,Umezawa,Eizou,Eizou Umezawa,unknown
hep-ph/0007230,Maity,Shyamapada,Shyamapada Maity,unknown
hep-ph/0007284,Schwetz,Myck,Myck Schwetz,unknown
hep-ph/0008073,Kim,Jung Dae,Jung Dae Kim,unknown
hep-ph/0008070,Wang,Yi-li,Yi-li Wang,unknown
hep-ph/0008165,Chakraverty,Debrupa,Debrupa Chakraverty,unknown
hep-ph/0009062,Churnside,Allison B.,Allison B. Churnside,unknown
hep-ph/0009187,Trung,Le Phuoc,Le Phuoc Trung,unknown
hep-ph/0009258,Schmitt,Jens Ole,Jens Ole Schmitt,male
hep-ph/0009291,Chang,Tsao,Tsao Chang,unknown
hep-ph/0010001,Hassan,Nabila Mohamed,Nabila Mohamed Hassan,female
hep-ph/0010001,El-Harby,Naglaa,Naglaa El-Harby,unknown
hep-ph/0010085,Collaboration,DIRAC,DIRAC Collaboration,unknown
hep-ph/0010143,Wang,Wei-Mun,Wei-Mun Wang,unknown
hep-ph/0010170,Swaminathan,Sudha R.,Sudha R. Swaminathan,female
hep-ph/0010190,Gelovani,Liana K.,Liana K. Gelovani,female
hep-ph/0010196,Li,Guang-lie,Guang-lie Li,unknown
hep-ph/0010281,Xu,Jiao Lin,Jiao Lin Xu,unknown
hep-ph/0011122,Ngan,C-Y. P.,C-Y. P. Ngan,unknown
hep-ph/0011151,Khan,Irshadullah,Irshadullah Khan,unknown
hep-ph/0012022,Tawfik,Abdelnasser M.,Abdelnasser M. Tawfik,unknown
hep-ph/0012194,Braad,Poul-Erik N.,Poul-Erik N. Braad,unknown
hep-ph/0012232,Nowak,Maciek A.,Maciek A. Nowak,unknown
hep-ph/0012301,Knutt,Marcia E.,Marcia E. Knutt,female
hep-ph/0012359,Junior,Celso de Camargo Barros,Celso de Camargo Barros Junior,male
hep-ph/0101037,Cavalcante,Isabela P.,Isabela P. Cavalcante,female
hep-ph/0101089,Luo,Zumin,Zumin Luo,unknown
hep-ph/0101166,Jiang,Ji-Hao,Ji-Hao Jiang,unknown
hep-ph/0101332,Nguyen,Van Hieu,Van Hieu Nguyen,unknown
hep-ph/0101332,Pham,Xuan-Yem,Xuan-Yem Pham,unknown
hep-ph/0102299,Dai,Yuan-ben,Yuan-ben Dai,unknown
hep-ph/0102323,Kobakhidze,Archil B.,Archil B. Kobakhidze,unknown
hep-ph/0103004,Roy,Dayeeta,Dayeeta Roy,unknown
hep-ph/0103004,Titov,and Alexander I.,and Alexander I. Titov,unknown
hep-ph/0103048,Song,Wan Young,Wan Young Song,unknown
hep-ph/0104012,Rashba,Timur I.,Timur I. Rashba,male
hep-ph/0104118,Jarlskog,Ch. Zacharatou,Ch. Zacharatou Jarlskog,unknown
hep-ph/0104158,Kobakhidze,Archil. B.,Archil. B. Kobakhidze,unknown
hep-ph/0104266,Kuang,Haohuai,Haohuai Kuang,unknown
hep-ph/0104266,Shan,Lianyou,Lianyou Shan,unknown
hep-ph/0105116,Barakat,Thabit,Thabit Barakat,unknown
hep-ph/0105162,Aranda,Jorge Isidro,Jorge Isidro Aranda,male
hep-ph/0105202,Gao,Dong-feng,Dong-feng Gao,unknown
hep-ph/0105214,Andersen,Jens. O,Jens. O Andersen,male
hep-ph/0105230,Watson,Nigel K.,Nigel K. Watson,male
hep-ph/0105252,Shelkov,Vasia,Vasia Shelkov,unknown
hep-ph/0105276,Fink,Christopher Edmond,Christopher Edmond Fink,male
hep-ph/0105326,Song,JeongHyeon,JeongHyeon Song,unknown
hep-ph/0106106,Thang,Hoang Ba,Hoang Ba Thang,unknown
hep-ph/0106195,Blagoev,Krastan,Krastan Blagoev,unknown
hep-ph/0106252,de Fatis,Tommaso Tabarelli,Tommaso Tabarelli de Fatis,male
hep-ph/0106337,Wichoski,Ubi F.,Ubi F. Wichoski,unknown
hep-ph/0107117,Hemmige,Vagish,Vagish Hemmige,unknown
hep-ph/0107156,Gouvea,Andre'de,Andre'de Gouvea,unknown
hep-ph/0108101,Kim,Hang-Bae,Hang-Bae Kim,unknown
hep-ph/0109022,Mamedov,Fizuli,Fizuli Mamedov,unknown
hep-ph/0109076,Piao,Yun_Song,Yun_Song Piao,unknown
hep-ph/0109112,Chang,Chaohsi,Chaohsi Chang,unknown
hep-ph/0109112,Zhao,Engang,Engang Zhao,unknown
hep-ph/0110003,de Melo,Fernando da Rocha Vaz Bandeira,Fernando da Rocha Vaz Bandeira de Melo,male
hep-ph/0110003,Junior,Adolfo Maia,Adolfo Maia Junior,male
hep-ph/0110017,Turan,Gursevil,Gursevil Turan,unknown
hep-ph/0110172,guez-Quintero,J Rodrí,J Rodrí guez-Quintero,unknown
hep-ph/0110300,Oh,Myoung C.,Myoung C. Oh,unknown
hep-ph/0110358,Matsumoto,Shin-Ichirou,Shin-Ichirou Matsumoto,unknown
hep-ph/0111170,Chen,Xiang-song,Xiang-song Chen,unknown
hep-ph/0111170,Chang,Chao-hsi,Chao-hsi Chang,unknown
hep-ph/0111170,Zhao,En-guang,En-guang Zhao,unknown
hep-ph/0111256,Assamagan,Ketevi A.,Ketevi A. Assamagan,unknown
hep-ph/0111429,RAMOS,SÉRGIO,SÉRGIO RAMOS,unknown
hep-ph/0112051,Peng,Hong-an,Hong-an Peng,unknown
hep-ph/0112145,Shih,Hsien-Hung,Hsien-Hung Shih,unknown
hep-ph/0112263,Filho,Pedro Pacheco de Queiroz,Pedro Pacheco de Queiroz Filho,male
hep-ph/0112263,Montalvo,Jorge Eduardo Cieza,Jorge Eduardo Cieza Montalvo,male
hep-ph/0112327,Sakaguchi,Chise,Chise Sakaguchi,unknown
hep-ph/0112341,Agasian,Nikita O.,Nikita O. Agasian,unknown
hep-ph/0201058,Dasgupta,Padmanabha,Padmanabha Dasgupta,unknown
hep-ph/0201053,Wong,S M H,S M H Wong,unknown
hep-ph/0201124,Malakhov,Il.,Il. Malakhov,unknown
hep-ph/0201199,Pak,Namik K.,Namik K. Pak,unknown
hep-ph/0201254,Choi,Jong B.,Jong B. Choi,male
hep-ph/0201254,Choi,Byeong S.,Byeong S. Choi,unknown
hep-ph/0201280,Mendy,Jean El Bachir,Jean El Bachir Mendy,unknown
hep-ph/0201294,Dosch,Hans Guenter,Hans Guenter Dosch,male
hep-ph/0202220,Ma,Bo-qiang,Bo-qiang Ma,unknown
hep-ph/0202225,Sahdev,Desdeep,Desdeep Sahdev,unknown
hep-ph/0203101,Kotlinski,Danek,Danek Kotlinski,male
hep-ph/0203116,Skovrlj,Ljuba,Ljuba Skovrlj,unknown
hep-ph/0204024,Petry,Herbert-R.,Herbert-R. Petry,unknown
hep-ph/0204334,Basagoiti,Manuel A. Valle,Manuel A. Valle Basagoiti,male
hep-ph/0205312,Madricardo,Fantina,Fantina Madricardo,unknown
hep-ph/0206033,Fugleberg,Todd. D.,Todd. D. Fugleberg,male
hep-ph/0206173,Lu,Zhong-Dao,Zhong-Dao Lu,unknown
hep-ph/0207104,Geyer,Joerg Eilers Bodo,Joerg Eilers Bodo Geyer,unknown
hep-ph/0207205,Zalewski,Kacer,Kacer Zalewski,unknown
hep-ph/0207219,Cheung,kingman,kingman Cheung,unknown
hep-ph/0207223,Dubnickova,Anna-Zuzana,Anna-Zuzana Dubnickova,unknown
hep-ph/0208084,Wan,Lingde,Lingde Wan,unknown
hep-ph/0208098,Ng,Sze Kui,Sze Kui Ng,unknown
hep-ph/0208168,Sun,Jin-Zuo,Jin-Zuo Sun,unknown
hep-ph/0209099,Xu,Wei-Shui,Wei-Shui Xu,unknown
hep-ph/0209118,Wong,Stephen M. H.,Stephen M. H. Wong,male
hep-ph/0209119,Tonasse,Mauro D.,Mauro D. Tonasse,male
hep-ph/0209156,Ferreira,Pedro Miguel Martins,Pedro Miguel Martins Ferreira,male
hep-ph/0210004,Chan,Hilton W.,Hilton W. Chan,male
hep-ph/0210097,Park,Gye T.,Gye T. Park,unknown
hep-ph/0210166,Lipkin,Harry. J.,Harry. J. Lipkin,male
hep-ph/0210280,Cyrille,Barbot,Barbot Cyrille,unknown
hep-ph/0211105,Manteuffel,Andreas v.,Andreas v. Manteuffel,male
hep-ph/0211155,Oganessyan,Karo A.,Karo A. Oganessyan,male
hep-ph/0211164,Cui,Jian Ying,Jian Ying Cui,unknown
hep-ph/0211189,Song,Jeong-hyeon,Jeong-hyeon Song,unknown
hep-ph/0212076,Habe,Chikage,Chikage Habe,unknown
hep-ph/0212082,Katsas,Panayiotis G.,Panayiotis G. Katsas,male
hep-ph/0212337,Huzita,Humiaki,Humiaki Huzita,unknown
hep-ph/0212363,Song,Ge-Liang,Ge-Liang Song,unknown
hep-ph/0212368,Yin,Xin-guo,Xin-guo Yin,unknown
hep-ph/0212368,Wang,Xin-Song,Xin-Song Wang,unknown
hep-ph/0212402,Tseung,Hok Wan Chan,Hok Wan Chan Tseung,unknown
hep-ph/0301219,Lebed,Richard. F.,Richard. F. Lebed,male
hep-ph/0301259,Chapman,Dr. Scott,Dr. Scott Chapman,unknown
hep-ph/0302012,Sultansoy,and Saleh,and Saleh Sultansoy,unknown
hep-ph/0303134,Ma,Zhongbiao,Zhongbiao Ma,unknown
hep-ph/0303181,Song,Chaejun,Chaejun Song,unknown
hep-ph/0303197,Bhattacharyya,Jyoti Sekhar,Jyoti Sekhar Bhattacharyya,female
hep-ph/0303228,Zhang,Qing Jun,Qing Jun Zhang,unknown
hep-ph/0304283,Nishihara,Koske,Koske Nishihara,unknown
hep-ph/0305098,Kiuchi,Hiyoshi,Hiyoshi Kiuchi,unknown
hep-ph/0305117,Lykasov,Gennadi I.,Gennadi I. Lykasov,unknown
hep-ph/0305243,Low,Catherine I.,Catherine I. Low,female
hep-ph/0305266,Klimek,Katarzyna Helena,Katarzyna Helena Klimek,female
hep-ph/0306146,Bicudo,Pedro de A.,Pedro de A. Bicudo,male
hep-ph/0306269,Lazar,Joerg Eilers Bodo Geyer Markus,Joerg Eilers Bodo Geyer Markus Lazar,unknown
hep-ph/0307089,Cohen,Thomas D .,Thomas D . Cohen,male
hep-ph/0307093,Alberola,Jose Bernabeu,Jose Bernabeu Alberola,male
hep-ph/0307146,Webber,Bryan R,Bryan R Webber,male
hep-ph/0307214,Swallow,Earl C.,Earl C. Swallow,male
hep-ph/0307387,Kinoshita,Kisei,Kisei Kinoshita,unknown
hep-ph/0308043,Tran,N-K.,N-K. Tran,unknown
hep-ph/0308130,Yu,Ji--Young,Ji--Young Yu,unknown
hep-ph/0308168,Mortlock,and Daniel J.,and Daniel J. Mortlock,unknown
hep-ph/0308205,Gao,Chong-Shou,Chong-Shou Gao,unknown
hep-ph/0309003,Ruan,Jian-hong,Jian-hong Ruan,unknown
hep-ph/0309003,Shen,Zhen-qi,Zhen-qi Shen,unknown
hep-ph/0309061,Lemerle,Alexandre St-Laurent,Alexandre St-Laurent Lemerle,unknown
hep-ph/0309115,Tran,Ngoc-Khanh,Ngoc-Khanh Tran,unknown
hep-ph/0309166,D,Lincoln Wolfenstein Ph.,Lincoln Wolfenstein Ph. D,male
hep-ph/0309227,Lange,Bjoern O.,Bjoern O. Lange,unknown
hep-ph/0309310,Tanimoto,Morimitu,Morimitu Tanimoto,unknown
hep-ph/0309335,Santamarina,Cibran,Cibran Santamarina,unknown
hep-ph/0310132,solmaz,levent,levent solmaz,male
hep-ph/0310189,Milhano,J Guilherme,J Guilherme Milhano,unknown
hep-ph/0311058,Zhu,ShiLin,ShiLin Zhu,unknown
hep-ph/0311074,Chyla,Jiri.,Jiri. Chyla,unknown
hep-ph/0311121,Li,Fang-zhen,Fang-zhen Li,unknown
hep-ph/0311180,Lobodzinska,Ewelina Maria,Ewelina Maria Lobodzinska,female
hep-ph/0312016,Jones,Roger W. L.,Roger W. L. Jones,male
hep-ph/0312047,Portella,Helio Manoel,Helio Manoel Portella,male
hep-ph/0312047,de Oliveira,Luiz Carlos Santos,Luiz Carlos Santos de Oliveira,male
hep-ph/0312047,Lima,Carlos Eduardo Campos,Carlos Eduardo Campos Lima,male
hep-ph/0312178,Jeong,Kwang-Sik,Kwang-Sik Jeong,unknown
hep-ph/0312327,Lü,Cai-dian,Cai-dian Lü,unknown
hep-ph/0312350,Farrill,Jorge O',Jorge O' Farrill,male
hep-ph/0312365,Noack,Cornelius C.,Cornelius C. Noack,unknown
hep-ph/0312368,Tawfik,Abdel-Nasser M.,Abdel-Nasser M. Tawfik,unknown
hep-ph/0401120,Pham,Tri Nang,Tri Nang Pham,male
hep-ph/0401143,Maiwa,Hisae,Hisae Maiwa,female
hep-ph/0401197,Bao,Cheng-guang,Cheng-guang Bao,unknown
hep-ph/0402123,Datta,Asesh K.,Asesh K. Datta,unknown
hep-ph/0402144,Tadashi,Ishikawa,Ishikawa Tadashi,unknown
hep-ph/0402144,Toshiaki,Kaneko,Kaneko Toshiaki,unknown
hep-ph/0402144,Tadashi,Kon,Kon Tadashi,unknown
hep-ph/0402144,Masaaki,Kuroda,Kuroda Masaaki,unknown
hep-ph/0403031,Eygi,Zeynep Deniz,Zeynep Deniz Eygi,female
hep-ph/0403136,Liu,BoChao,BoChao Liu,unknown
hep-ph/0403136,Zou,BingSong,BingSong Zou,unknown
hep-ph/0403274,collaboration,for WA98,for WA98 collaboration,unknown
hep-ph/0404017,Low,Catherine I,Catherine I Low,female
hep-ph/0404025,Gomez,Mario E,Mario E Gomez,male
hep-ph/0404200,Sa,Benhao,Benhao Sa,unknown
hep-ph/0405009,Zhang,Jian-zu,Jian-zu Zhang,unknown
hep-ph/0405102,Li,Guang-Lie,Guang-Lie Li,unknown
hep-ph/0405112,Namgung,Wuk,Wuk Namgung,unknown
hep-ph/0405121,Özer,Alp Deniz,Alp Deniz Özer,male
hep-ph/0406218,Simkovic,and F.,and F. Simkovic,unknown
hep-ph/0407113,Ji,Cheung-Ryong,Cheung-Ryong Ji,unknown
hep-ph/0407200,Klinkhamer,Frans R.,Frans R. Klinkhamer,male
hep-ph/0408172,Yan,Zhan-Yuan,Zhan-Yuan Yan,unknown
hep-ph/0408210,Liu,LuXin,LuXin Liu,unknown
hep-ph/0408214,Yao,Qian-Kai,Qian-Kai Yao,unknown
hep-ph/0408309,Bowman,Patrick Oswald,Patrick Oswald Bowman,male
hep-ph/0408323,Hall,Lisa M H,Lisa M H Hall,female
hep-ph/0409027,Chen,YU-Qi,YU-Qi Chen,unknown
hep-ph/0409054,Oryu,Shinsho,Shinsho Oryu,unknown
hep-ph/0409081,Kao,Chung-wen,Chung-wen Kao,unknown
hep-ph/0409081,Norum,Blaine E.,Blaine E. Norum,unknown
hep-ph/0409100,Zhao,Wei-qin,Wei-qin Zhao,unknown
hep-ph/0409211,KONG,OTTO C. W.,OTTO C. W. KONG,male
hep-ph/0409227,Kim,Bjong Ro,Bjong Ro Kim,unknown
hep-ph/0409227,Oh,Sun Kun,Sun Kun Oh,unknown
hep-ph/0409240,Farshid,Tabbakh,Tabbakh Farshid,unknown
hep-ph/0409242,Song,Yi Ping,Yi Ping Song,unknown
hep-ph/0409277,Lange,Bjorn O,Bjorn O Lange,male
hep-ph/0409338,Li,Chong-Sheng,Chong-Sheng Li,unknown
hep-ph/0410060,Khan,Mariam Saleh,Mariam Saleh Khan,female
hep-ph/0410231,Tseng,Hsin-Wu,Hsin-Wu Tseng,unknown
hep-ph/0410272,Huang,C-s,C-s Huang,unknown
hep-ph/0410272,Li,Z-H,Z-H Li,unknown
hep-ph/0410272,Lu,C-D,C-D Lu,unknown
hep-ph/0410272,Qiao,C-F,C-F Qiao,unknown
hep-ph/0410272,Wu,X-H,X-H Wu,unknown
hep-ph/0410272,Xiao,Z-J,Z-J Xiao,unknown
hep-ph/0410272,Yu,X-Q,X-Q Yu,unknown
hep-ph/0410340,Chun,Eung-Jin,Eung-Jin Chun,unknown
hep-ph/0410340,Das,Siba P.,Siba P. Das,unknown
hep-ph/0410404,Shakin,Xiangdong Li C. M.,Xiangdong Li C. M. Shakin,unknown
hep-ph/0411021,Chang,Cheng-Ji,Cheng-Ji Chang,unknown
hep-ph/0411370,Carlos,Contreras H.,Contreras H. Carlos,unknown
hep-ph/0412175,Xiao,Zhi-guang,Zhi-guang Xiao,unknown
hep-ph/0412202,McKellar,Bruce H J,Bruce H J McKellar,male
hep-ph/0412247,Devidze,Ghela G,Ghela G Devidze,unknown
hep-ph/0412247,Liparteliani,Akaki G,Akaki G Liparteliani,unknown
hep-ph/0412403,Matsumoto,Shigeki.,Shigeki. Matsumoto,unknown
hep-ph/0501045,Collaboration,the Alice,the Alice Collaboration,male
hep-ph/0501187,Huang,Huan Z.,Huan Z. Huang,male
hep-ph/0501269,Shen,Yue-long,Yue-long Shen,unknown
hep-ph/0502089,Galicia,Ma. de Jesus Anguiano,Ma. de Jesus Anguiano Galicia,female
hep-ph/0502100,Pandita,Pran N.,Pran N. Pandita,unknown
hep-ph/0502197,Stark,Luisa Sabrina,Luisa Sabrina Stark,female
hep-ph/0502227,Nieves,Jose' F.,Jose' F. Nieves,unknown
hep-ph/0503010,Shalgar,Shashank M.,Shashank M. Shalgar,male
hep-ph/0503016,Park,Hong-Jo,Hong-Jo Park,unknown
hep-ph/0503139,Benzahra,Sidi C.,Sidi C. Benzahra,male
hep-ph/0503211,Kelly,Wessyl,Wessyl Kelly,unknown
hep-ph/0503261,Hewett,JoAnne. L.,JoAnne. L. Hewett,female
hep-ph/0504020,Li,Hsiang-Nan,Hsiang-Nan Li,unknown
hep-ph/0504051,Skowronski,Piotr Krzysztof,Piotr Krzysztof Skowronski,male
hep-ph/0504174,Thoma,Markus H,Markus H Thoma,male
hep-ph/0504273,Hu,Ri-Cong,Ri-Cong Hu,unknown
hep-ph/0505105,Aitchison,Ian J R,Ian J R Aitchison,male
hep-ph/0505145,Gonzalez,Belinka,Belinka Gonzalez,unknown
hep-ph/0505213,Wessling,Margaret E,Margaret E Wessling,female
hep-ph/0505241,Liu,Yueh-Feng,Yueh-Feng Liu,unknown
hep-ph/0506077,Guevara,Ayax Santos,Ayax Santos Guevara,unknown
hep-ph/0506136,Gerber,Hans-Juerg,Hans-Juerg Gerber,unknown
hep-ph/0506166,Inopin,Andrej E.,Andrej E. Inopin,male
hep-ph/0506172,Porter,R Jefferson,R Jefferson Porter,unknown
hep-ph/0506240,Barbagiovanni,Eric Gasparo,Eric Gasparo Barbagiovanni,male
hep-ph/0506240,Pueschel,Elisa K.,Elisa K. Pueschel,female
hep-ph/0506265,Sainio,Mikko E.,Mikko E. Sainio,unknown
hep-ph/0507296,Singhal,Jai Kumar,Jai Kumar Singhal,unknown
hep-ph/0508073,Thuc,Le Nhu,Le Nhu Thuc,unknown
hep-ph/0508080,Song,GeLiang,GeLiang Song,unknown
hep-ph/0508088,Ma,Zhong-biao,Zhong-biao Ma,unknown
hep-ph/0508113,de Ona,Artorix dela Cruz,Artorix dela Cruz de Ona,unknown
hep-ph/0509136,Feilitzsch,Franz v.,Franz v. Feilitzsch,male
hep-ph/0509281,Kim,Hyun-CHul,Hyun-CHul Kim,unknown
hep-ph/0509351,Costa,Joao E. G. N.,Joao E. G. N. Costa,male
hep-ph/0509362,Lü,Caidian,Caidian Lü,unknown
hep-ph/0510045,Alvarez-Moraga,Nibaldo,Nibaldo Alvarez-Moraga,unknown
hep-ph/0510210,Bakker,Bernard. L. G.,Bernard. L. G. Bakker,male
hep-ph/0511022,Talbot,Angelique N.,Angelique N. Talbot,female
hep-ph/0511036,Weng,Ke-Chuan,Ke-Chuan Weng,unknown
hep-ph/0511241,Iltan,Erhan Onur,Erhan Onur Iltan,male
hep-ph/0512062,Bracic,Anamarija Borstnik,Anamarija Borstnik Bracic,unknown
hep-ph/0512228,Cooper-Sarkar,A M.,A M. Cooper-Sarkar,unknown
hep-ph/0512268,Gao,Yuan-Ning,Yuan-Ning Gao,unknown
hep-ph/0601020,Radford,Stanley F,Stanley F Radford,male
hep-ph/0601012,Schilling,F-P.,F-P. Schilling,unknown
hep-ph/0601082,Jiang,Huan-Qing,Huan-Qing Jiang,unknown
hep-ph/0601083,Michaux,F-X. J.,F-X. J. Michaux,unknown
hep-ph/0601188,Duan,ChunGui,ChunGui Duan,unknown
hep-ph/0601188,Wang,ShuoHe,ShuoHe Wang,unknown
hep-ph/0601188,Li,GuangLie,GuangLie Li,unknown
hep-ph/0601258,Teves,Walter J. C.,Walter J. C. Teves,male
hep-ph/0602079,Neal,Homer A.,Homer A. Neal,male
hep-ph/0602079,Burelo,Eduard De La Cruz,Eduard De La Cruz Burelo,male
hep-ph/0602099,Mandal,Abu Salem,Abu Salem Mandal,male
hep-ph/0602104,Song,Hui-chao,Hui-chao Song,unknown
hep-ph/0602118,Pop,Vasile Topor,Vasile Topor Pop,male
hep-ph/0602167,Deng,Wei-Zheng,Wei-Zheng Deng,unknown
hep-ph/0603154,Rajkhowa,Monisa,Monisa Rajkhowa,female
hep-ph/0604007,Zuo,Ya-Bing,Ya-Bing Zuo,unknown
hep-ph/0604040,Sarma,Amal Kr.,Amal Kr. Sarma,unknown
hep-ph/0604040,Devi,Hijam Zeen,Hijam Zeen Devi,unknown
hep-ph/0604189,Baranov,Jeppe R. Andersen Serguei,Jeppe R. Andersen Serguei Baranov,unknown
hep-ph/0604189,Gustafson,Goesta,Goesta Gustafson,unknown
hep-ph/0605052,Sanchez,Genaro Toledo,Genaro Toledo Sanchez,male
hep-ph/0605076,Lü,Lin-xia,Lin-xia Lü,unknown
hep-ph/0606093,Liu,Yaobei,Yaobei Liu,unknown
hep-ph/0606114,Song,Kok-Wee,Kok-Wee Song,unknown
hep-ph/0606162,Haghpayma,A R.,A R. Haghpayma,unknown
hep-ph/0606165,Iltan,Erhan O.,Erhan O. Iltan,male
hep-ph/0606177,Wang,Hui-sheng,Hui-sheng Wang,unknown
hep-ph/0607026,Zakharov,Valentine I.,Valentine I. Zakharov,unknown
hep-ph/0607219,Chen,Xin-fen,Xin-fen Chen,unknown
hep-ph/0607247,Group,1 High Energy Physics Phenomenology,1 High Energy Physics Phenomenology Group,unknown
hep-ph/0607247,da Graca,UFRGS 2 Conjunto Agrotecnico Visconde,UFRGS 2 Conjunto Agrotecnico Visconde da Graca,unknown
hep-ph/0608203,Kim,Choong-Sun,Choong-Sun Kim,unknown
hep-ph/0608203,Kim,JungDae,JungDae Kim,unknown
hep-ph/0608340,Martin,Angel Paramo,Angel Paramo Martin,unknown
hep-ph/0609005,Xu,Qian-gui,Qian-gui Xu,unknown
hep-ph/0609094,Holanda,P C~de,P C~de Holanda,unknown
hep-ph/0609108,He,Deng-ke,Deng-ke He,unknown
hep-ph/0609254,Yee,Jung-Tay,Jung-Tay Yee,unknown
hep-ph/0609265,Broniowski,Enrique Ruiz Arriola Wojciech,Enrique Ruiz Arriola Wojciech Broniowski,male
hep-ph/0609277,Dixit,Sutapa Sen Aparna,Sutapa Sen Aparna Dixit,unknown
hep-ph/0610011,Johnson,Loretta M.,Loretta M. Johnson,female
hep-ph/0610297,Thuy,Dao Le,Dao Le Thuy,unknown
hep-ph/0610343,Berera,Mar Bastero-Gil Arjun,Mar Bastero-Gil Arjun Berera,unknown
hep-ph/0611022,Andreas,Psallidas,Psallidas Andreas,unknown
hep-ph/0611051,Inoue,Takahi,Takahi Inoue,unknown
hep-ph/0611331,Chauhan,Bhag,Bhag Chauhan,unknown
hep-ph/0612008,Li,Shuang-Jiu,Shuang-Jiu Li,unknown
hep-ph/0612023,Rehman,Mansoor ur,Mansoor ur Rehman,male
hep-ph/0612055,Aquino,Priscila M.,Priscila M. Aquino,female
hep-ph/0612321,Ansari,Rizwan U. H.,Rizwan U. H. Ansari,male
hep-ph/0612326,Wu,Lu-sen,Lu-sen Wu,unknown
hep-ph/0701094,Jin,Zhenlan,Zhenlan Jin,unknown
hep-ph/0701195,Fanchiotti,Luis N. Epelel Huner,Luis N. Epelel Huner Fanchiotti,male
hep-ph/0701222,de Cassagnac,Raphaël Granier,Raphaël Granier de Cassagnac,unknown
hep-ph/0701244,Scoccola,Jose L. Goity Norberto N.,Jose L. Goity Norberto N. Scoccola,male
